covariateId,covariateName,analysisId,conceptId
1742253402,drug_era: levofloxacin,402,1742253
905233402,drug_era: mometasone,402,905233
1506270402,drug_era: methylprednisolone,402,1506270
19011355402,drug_era: etoricoxib,402,19011355
1501700402,drug_era: levothyroxine,402,1501700
1103006402,drug_era: desloratadine,402,1103006
1112807402,drug_era: aspirin,402,1112807
1167322402,drug_era: allopurinol,402,1167322
1503297402,drug_era: metformin,402,1503297
1525215402,drug_era: pioglitazone,402,1525215
19001014402,drug_era: nadroparin,402,19001014
19052903402,drug_era: promazine,402,19052903
911735402,drug_era: rabeprazole,402,911735
1713332402,drug_era: amoxicillin,402,1713332
734354402,drug_era: pregabalin,402,734354
948078402,drug_era: pantoprazole,402,948078
956874402,drug_era: furosemide,402,956874
1112921402,drug_era: ipratropium,402,1112921
1154343402,drug_era: albuterol,402,1154343
1177480402,drug_era: ibuprofen,402,1177480
1308842402,drug_era: valsartan,402,1308842
1551099402,drug_era: prednisone,402,1551099
1796435402,drug_era: cefixime,402,1796435
19024063402,drug_era: acenocoumarol,402,19024063
1314577402,drug_era: nebivolol,402,1314577
1332418402,drug_era: amlodipine,402,1332418
1373225402,drug_era: perindopril,402,1373225
902722402,drug_era: tobramycin,402,902722
1310149402,drug_era: warfarin,402,1310149
929887402,drug_era: lansoprazole,402,929887
908360402,drug_era: magaldrate,402,908360
1124957402,drug_era: oxycodone,402,1124957
1750500402,drug_era: clarithromycin,402,1750500
710062402,drug_era: amitriptyline,402,710062
720810402,drug_era: pramipexole,402,720810
974166402,drug_era: hydrochlorothiazide,402,974166
1103314402,drug_era: tramadol,402,1103314
1301025402,drug_era: enoxaparin,402,1301025
1341927402,drug_era: enalapril,402,1341927
1777806402,drug_era: ceftriaxone,402,1777806
1777087402,drug_era: hydroxychloroquine,402,1777087
744740402,drug_era: zolpidem,402,744740
922570402,drug_era: nystatin,402,922570
1738366402,drug_era: cefprozil,402,1738366
902427402,drug_era: timolol,402,902427
924566402,drug_era: tamsulosin,402,924566
938044402,drug_era: brinzolamide,402,938044
1347384402,drug_era: irbesartan,402,1347384
1516766402,drug_era: repaglinide,402,1516766
1545958402,drug_era: atorvastatin,402,1545958
40241331402,drug_era: rivaroxaban,402,40241331
715939402,drug_era: escitalopram,402,715939
19137312402,drug_era: thiamine,402,19137312
1189596402,drug_era: dihydrocodeine,402,1189596
