covariateId,covariateName,analysisId,conceptId
3000637701,measurement: Triglyceride [Mass/volume] in Body fluid,701,3000637
3000784701,measurement: Alanine aminotransferase [Enzymatic activity/volume] in Body fluid,701,3000784
3008108701,measurement: Hematocrit [Volume Fraction] of Body fluid,701,3008108
3016662701,measurement: Creatinine [Mass/volume] in Body fluid,701,3016662
3019210701,measurement: Glucose [Mass/volume] in Body fluid,701,3019210
3028465701,measurement: Gamma glutamyl transferase [Enzymatic activity/volume] in Body fluid,701,3028465
3035941701,measurement: MCH [Entitic mass],701,3035941
3043688701,measurement: Hemoglobin [Mass/volume] in Body fluid,701,3043688
3050920701,measurement: Urate [Mass/volume] in Body fluid,701,3050920
40757503701,measurement: Cholesterol in HDL [Mass/volume] in Body fluid,701,40757503
3035320701,measurement: C reactive protein [Mass/volume] in Body fluid,701,3035320
3025315701,measurement: Body weight,701,3025315
3004249701,measurement: Systolic blood pressure,701,3004249
3036243701,measurement: Potassium [Moles/volume] in Body fluid,701,3036243
3010910701,measurement: Erythrocytes [#/volume] in Body fluid,701,3010910
3022174701,measurement: Leukocytes [#/volume] in Body fluid,701,3022174
3039827701,measurement: Platelets [#/volume] in Body fluid by Automated count,701,3039827
3021194701,measurement: Bilirubin.direct [Mass/volume] in Body fluid,701,3021194
3004410701,measurement: Hemoglobin A1c/Hemoglobin.total in Blood,701,3004410
3015232701,measurement: Cholesterol [Mass/volume] in Body fluid,701,3015232
3028437701,measurement: Cholesterol in LDL [Mass/volume] in Serum or Plasma,701,3028437
46236952701,"measurement: Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",701,46236952
4098179701,measurement: Immunology laboratory test,701,4098179
3003792701,measurement: Aspartate aminotransferase [Enzymatic activity/volume] in Body fluid,701,3003792
3005090701,measurement: Alkaline phosphatase [Enzymatic activity/volume] in Body fluid,701,3005090
3025313701,measurement: Albumin [Mass/volume] in Body fluid,701,3025313
3028193701,measurement: Bilirubin.total [Mass/volume] in Body fluid,701,3028193
4046263701,measurement: Enzyme measurement,701,4046263
4034850701,measurement: Laboratory test,701,4034850
4264765701,measurement: Blood pressure taking,701,4264765
