covariateId,covariateName,analysisId,conceptId
3023399701,measurement: Thyrotropin [Units/volume] in Blood,701,3023399
3025315701,measurement: Body weight,701,3025315
3018251701,measurement: Fasting glucose [Moles/volume] in Serum or Plasma,701,3018251
3026361701,measurement: Erythrocytes [#/volume] in Blood,701,3026361
3004424701,measurement: FVC post bronchodilation measured/predicted,701,3004424
21494970701,measurement: Cardiovascular physiologic assessment panel,701,21494970
3027018701,measurement: Heart rate,701,3027018
3014749701,measurement: Leukocytes [#/volume] in Urine by Test strip,701,3014749
3023669701,measurement: Thiamine [Moles/volume] in Serum or Plasma,701,3023669
3009542701,measurement: Hematocrit [Volume Fraction] of Blood,701,3009542
3005456701,measurement: Potassium [Moles/volume] in Blood,701,3005456
4200892701,measurement: Spirometry reversibility,701,4200892
3006270701,measurement: Folate [Moles/volume] in Blood,701,3006270
40762530701,measurement: MCHC [Moles/volume],701,40762530
3026910701,measurement: Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,701,3026910
3005897701,measurement: Protein [Mass/volume] in Urine by Test strip,701,3005897
42868464701,measurement: Maximum expiratory gas flow Respiratory system airway --pre bronchodilation,701,42868464
3020891701,measurement: Body temperature,701,3020891
3016258701,measurement: Waist Circumference at umbilicus by Tape measure,701,3016258
3015183701,measurement: Erythrocyte sedimentation rate,701,3015183
42870430701,measurement: Diabetic retinopathy severity level Right eye by Ophthalmoscopy,701,42870430
3002385701,measurement: Erythrocyte distribution width [Ratio],701,3002385
40762351701,measurement: Hemoglobin [Moles/volume] in Blood,701,40762351
3017732701,measurement: Neutrophils [#/volume] in Blood,701,3017732
3022318701,measurement: Heart rate rhythm,701,3022318
3002903701,measurement: Transferrin [Moles/volume] in Serum or Plasma,701,3002903
44816672701,"measurement: Glucose [Mass/volume] in Serum, Plasma or Blood",701,44816672
44787049701,measurement: Basophils [#/volume] in Cord blood,701,44787049
42868692701,measurement: Triglyceride [Moles/volume] in Blood,701,42868692
3042585701,measurement: Pyridoxine [Moles/volume] in Serum or Plasma,701,3042585
21493166701,measurement: Pressure ulcer risk level Braden scale,701,21493166
3037334701,measurement: Vitamin D+Metabolites [Mass/volume] in Serum or Plasma,701,3037334
3049568701,measurement: CT Foot - right,701,3049568
3035472701,measurement: Albumin/Protein.total in Serum or Plasma,701,3035472
3026059701,measurement: Nitrite [Mass/volume] in Blood,701,3026059
3013115701,measurement: Eosinophils [#/volume] in Blood,701,3013115
3024594701,measurement: FEV1/FVC Predicted,701,3024594
3019198701,measurement: Lymphocytes [#/volume] in Blood,701,3019198
3001604701,measurement: Monocytes [#/volume] in Blood,701,3001604
3035529701,measurement: Creatinine renal clearance predicted by Cockcroft-Gault formula,701,3035529
3000285701,measurement: Sodium [Moles/volume] in Blood,701,3000285
42870429701,measurement: Diabetic retinopathy severity level Left eye by Ophthalmoscopy,701,42870429
3011152701,measurement: Cobalamin (Vitamin B12) [Mass/volume] in Blood,701,3011152
3031203701,measurement: Blood pressure panel,701,3031203
3008486701,measurement: Thyroxine (T4) free [Moles/volume] in Serum or Plasma,701,3008486
3037879701,measurement: Forced vital capacity [Volume] Respiratory system --pre bronchodilation,701,3037879
3011397701,measurement: Hemoglobin [Presence] in Urine by Test strip,701,3011397
3020460701,measurement: C reactive protein [Mass/volume] in Serum or Plasma,701,3020460
3005025701,measurement: FEV1 --pre bronchodilation,701,3005025
3020076701,measurement: FVC pre bronchodilation measured/predicted,701,3020076
3009105701,measurement: Erythrocytes [#/volume] in Urine by Test strip,701,3009105
3035941701,measurement: MCH [Entitic mass],701,3035941
3020682701,measurement: Albumin/Creatinine [Ratio] in Urine,701,3020682
3019900701,measurement: Cholesterol [Moles/volume] in Serum or Plasma,701,3019900
3024929701,measurement: Platelets [#/volume] in Blood by Automated count,701,3024929
3006923701,measurement: Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,701,3006923
3002400701,measurement: Iron [Mass/volume] in Serum or Plasma,701,3002400
3019480701,measurement: FEV1 Predicted --pre bronchodilation,701,3019480
